군구분,검사구분코드,검사지침구분,검사지침코드,검사지침코드명,자격면허등급
해병,BJ06,자격,S35C,전기시공_L3,산업기사급
해병,BJ06,자격,3S0G,전기시공_L3,산업기사급
해병,BJ01,자격,S35C,전기시공_L3,산업기사급
해병,BJ01,자격,S30C,전기시공_L3,산업기사급
해병,BJ01,자격,S33C,전기시공_L3,산업기사급
해병,BJ01,자격,3S0G,전기시공_L3,산업기사급
해군,BJ13,자격,S30C,전기시공_L3,산업기사급
해군,BJ13,자격,S35C,전기시공_L3,산업기사급
해군,BJ13,자격,S33C,전기시공_L3,산업기사급
해군,BJ13,자격,3S0G,전기시공_L3,산업기사급
해군,BJ01,자격,S30C,전기시공_L3,산업기사급
해군,BJ01,자격,S35C,전기시공_L3,산업기사급
해군,BJ01,자격,S33C,전기시공_L3,산업기사급
해군,BJ01,자격,3S0G,전기시공_L3,산업기사급
육군,3091,자격,S35C,전기시공_L3,산업기사급
육군,3091,자격,S30C,전기시공_L3,산업기사급
육군,3091,자격,3S0G,전기시공_L3,산업기사급
육군,3091,자격,S33C,전기시공_L3,산업기사급
공군,BJ03,자격,S35C,전기시공_L3,산업기사급
공군,BJ03,자격,3S0G,전기시공_L3,산업기사급
공군,BJ03,자격,S33C,전기시공_L3,산업기사급
공군,BJ03,자격,S30C,전기시공_L3,산업기사급
공군,BJ01,자격,S33C,전기시공_L3,산업기사급
공군,BJ01,자격,S35C,전기시공_L3,산업기사급
공군,BJ01,자격,3S0G,전기시공_L3,산업기사급
공군,BJ01,자격,S30C,전기시공_L3,산업기사급
해병,BJ20,자격,S20B,전기시공_L2,기능사급
해병,BJ20,자격,S25B,전기시공_L2,기능사급
해병,BJ20,자격,S23B,전기시공_L2,기능사급
해병,BJ20,자격,2S0B,전기시공_L2,기능사급
해병,BJ06,자격,S23B,전기시공_L2,기능사급
해병,BJ06,자격,S25B,전기시공_L2,기능사급
해병,BJ06,자격,S20B,전기시공_L2,기능사급
해병,BJ06,자격,2S0B,전기시공_L2,기능사급
해병,BJ01,자격,S25B,전기시공_L2,기능사급
해병,BJ01,자격,S23B,전기시공_L2,기능사급
해병,BJ01,자격,2S0B,전기시공_L2,기능사급
해병,BJ01,자격,S20B,전기시공_L2,기능사급
해군,BJ13,자격,S25B,전기시공_L2,기능사급
해군,BJ13,자격,2S0B,전기시공_L2,기능사급
해군,BJ13,자격,S23B,전기시공_L2,기능사급
해군,BJ13,자격,S20B,전기시공_L2,기능사급
해군,BJ01,자격,S20B,전기시공_L2,기능사급
해군,BJ01,자격,2S0B,전기시공_L2,기능사급
해군,BJ01,자격,S23B,전기시공_L2,기능사급
해군,BJ01,자격,S25B,전기시공_L2,기능사급
육군,3091,자격,S20B,전기시공_L2,기능사급
육군,3091,자격,2S0B,전기시공_L2,기능사급
육군,3091,자격,S25B,전기시공_L2,기능사급
육군,3091,자격,S23B,전기시공_L2,기능사급
공군,BJ03,자격,S25B,전기시공_L2,기능사급
공군,BJ03,자격,S20B,전기시공_L2,기능사급
공군,BJ03,자격,2S0B,전기시공_L2,기능사급
공군,BJ03,자격,S23B,전기시공_L2,기능사급
공군,BJ01,자격,S25B,전기시공_L2,기능사급
공군,BJ01,자격,2S0B,전기시공_L2,기능사급
공군,BJ01,자격,S20B,전기시공_L2,기능사급
공군,BJ01,자격,S23B,전기시공_L2,기능사급
해병,BJ20,자격,S53G,전기설비시공_L5,기사급이상
해병,BJ20,자격,S55G,전기설비시공_L5,기사급이상
해병,BJ20,자격,5S0I,전기설비시공_L5,기사급이상
해병,BJ20,자격,S50G,전기설비시공_L5,기사급이상
해병,BJ06,자격,5S0I,전기설비시공_L5,기사급이상
해병,BJ06,자격,S55G,전기설비시공_L5,기사급이상
해병,BJ06,자격,S50G,전기설비시공_L5,기사급이상
해병,BJ06,자격,S53G,전기설비시공_L5,기사급이상
해병,BJ01,자격,S55G,전기설비시공_L5,기사급이상
해병,BJ01,자격,5S0I,전기설비시공_L5,기사급이상
해병,BJ01,자격,S53G,전기설비시공_L5,기사급이상
해병,BJ01,자격,S50G,전기설비시공_L5,기사급이상
해군,BJ13,자격,S50G,전기설비시공_L5,기사급이상
해군,BJ13,자격,S53G,전기설비시공_L5,기사급이상
해군,BJ13,자격,S55G,전기설비시공_L5,기사급이상
해군,BJ13,자격,5S0I,전기설비시공_L5,기사급이상
해군,BJ01,자격,S50G,전기설비시공_L5,기사급이상
해군,BJ01,자격,5S0I,전기설비시공_L5,기사급이상
해군,BJ01,자격,S55G,전기설비시공_L5,기사급이상
해군,BJ01,자격,S53G,전기설비시공_L5,기사급이상
육군,3092,자격,S55G,전기설비시공_L5,기사급이상
육군,3092,자격,S50G,전기설비시공_L5,기사급이상
육군,3092,자격,5S0I,전기설비시공_L5,기사급이상
육군,3092,자격,S53G,전기설비시공_L5,기사급이상
육군,3091,자격,S55G,전기설비시공_L5,기사급이상
육군,3091,자격,S50G,전기설비시공_L5,기사급이상
육군,3091,자격,5S0I,전기설비시공_L5,기사급이상
육군,3091,자격,S53G,전기설비시공_L5,기사급이상
공군,BJ03,자격,S55G,전기설비시공_L5,기사급이상
공군,BJ03,자격,S50G,전기설비시공_L5,기사급이상
공군,BJ03,자격,S53G,전기설비시공_L5,기사급이상
공군,BJ03,자격,5S0I,전기설비시공_L5,기사급이상
공군,BJ01,자격,S53G,전기설비시공_L5,기사급이상
공군,BJ01,자격,S50G,전기설비시공_L5,기사급이상
공군,BJ01,자격,S55G,전기설비시공_L5,기사급이상
공군,BJ01,자격,5S0I,전기설비시공_L5,기사급이상
해병,BJ20,자격,5S0H,전기설계_L5,기사급이상
해병,BJ20,자격,S50F,전기설계_L5,기사급이상
해병,BJ20,자격,S55F,전기설계_L5,기사급이상
해병,BJ20,자격,S53F,전기설계_L5,기사급이상
해병,BJ06,자격,S55F,전기설계_L5,기사급이상
해병,BJ06,자격,5S0H,전기설계_L5,기사급이상
해병,BJ06,자격,S50F,전기설계_L5,기사급이상
해병,BJ06,자격,S53F,전기설계_L5,기사급이상
해병,BJ01,자격,S50F,전기설계_L5,기사급이상
해병,BJ01,자격,S53F,전기설계_L5,기사급이상
해병,BJ01,자격,5S0H,전기설계_L5,기사급이상
해병,BJ01,자격,S55F,전기설계_L5,기사급이상
해군,BJ13,자격,5S0H,전기설계_L5,기사급이상
해군,BJ13,자격,S53F,전기설계_L5,기사급이상
해군,BJ13,자격,S50F,전기설계_L5,기사급이상
해군,BJ13,자격,S55F,전기설계_L5,기사급이상
해군,BJ01,자격,5S0H,전기설계_L5,기사급이상
해군,BJ01,자격,S53F,전기설계_L5,기사급이상
해군,BJ01,자격,S55F,전기설계_L5,기사급이상
해군,BJ01,자격,S50F,전기설계_L5,기사급이상
육군,3091,자격,S50F,전기설계_L5,기사급이상
육군,3091,자격,S53F,전기설계_L5,기사급이상
육군,3091,자격,5S0H,전기설계_L5,기사급이상
육군,3091,자격,S55F,전기설계_L5,기사급이상
공군,BJ03,자격,S55F,전기설계_L5,기사급이상
공군,BJ03,자격,S50F,전기설계_L5,기사급이상
공군,BJ03,자격,5S0H,전기설계_L5,기사급이상
공군,BJ03,자격,S53F,전기설계_L5,기사급이상
공군,BJ01,자격,S55F,전기설계_L5,기사급이상
공군,BJ01,자격,S53F,전기설계_L5,기사급이상
공군,BJ01,자격,5S0H,전기설계_L5,기사급이상
공군,BJ01,자격,S50F,전기설계_L5,기사급이상
해병,BJ20,자격,S30B,전기설계_L3,산업기사급
해병,BJ20,자격,3S0F,전기설계_L3,산업기사급
해병,BJ20,자격,S35B,전기설계_L3,산업기사급
해병,BJ20,자격,S33B,전기설계_L3,산업기사급
해병,BJ06,자격,S35B,전기설계_L3,산업기사급
해병,BJ06,자격,S30B,전기설계_L3,산업기사급
해병,BJ06,자격,S33B,전기설계_L3,산업기사급
해병,BJ06,자격,3S0F,전기설계_L3,산업기사급
해병,BJ01,자격,S35B,전기설계_L3,산업기사급
해병,BJ01,자격,S30B,전기설계_L3,산업기사급
해병,BJ01,자격,3S0F,전기설계_L3,산업기사급
해병,BJ01,자격,S33B,전기설계_L3,산업기사급
해군,BJ13,자격,S30B,전기설계_L3,산업기사급
해군,BJ13,자격,S35B,전기설계_L3,산업기사급
해군,BJ13,자격,S33B,전기설계_L3,산업기사급
해군,BJ13,자격,3S0F,전기설계_L3,산업기사급
해군,BJ01,자격,S30B,전기설계_L3,산업기사급
해군,BJ01,자격,S35B,전기설계_L3,산업기사급
해군,BJ01,자격,3S0F,전기설계_L3,산업기사급
해군,BJ01,자격,S33B,전기설계_L3,산업기사급
육군,3091,자격,3S0F,전기설계_L3,산업기사급
육군,3091,자격,S35B,전기설계_L3,산업기사급
육군,3091,자격,S30B,전기설계_L3,산업기사급
육군,3091,자격,S33B,전기설계_L3,산업기사급
공군,BJ03,자격,S35B,전기설계_L3,산업기사급
공군,BJ03,자격,3S0F,전기설계_L3,산업기사급
공군,BJ03,자격,S30B,전기설계_L3,산업기사급
공군,BJ03,자격,S33B,전기설계_L3,산업기사급
공군,BJ01,자격,S30B,전기설계_L3,산업기사급
공군,BJ01,자격,S33B,전기설계_L3,산업기사급
공군,BJ01,자격,S35B,전기설계_L3,산업기사급
공군,BJ01,자격,3S0F,전기설계_L3,산업기사급
해병,BJ20,자격,2140,전기산업기사,산업기사급
해병,BJ07,자격,2140,전기산업기사,산업기사급
해병,BJ06,자격,2140,전기산업기사,산업기사급
해병,BJ01,자격,2140,전기산업기사,산업기사급
해병,3103,자격,2140,전기산업기사,산업기사급
해군,BJ13,자격,2140,전기산업기사,산업기사급
해군,BJ01,자격,2140,전기산업기사,산업기사급
해군,3010,자격,2140,전기산업기사,산업기사급
해군,1010,자격,2140,전기산업기사,
육군,C014,자격,2140,전기산업기사,산업기사급
육군,3091,자격,2140,전기산업기사,산업기사급
공군,BJ09,자격,2140,전기산업기사,산업기사급
공군,BJ09,자격,2140,전기산업기사,산업기사급
공군,BJ03,자격,2140,전기산업기사,산업기사급
공군,BJ01,자격,2140,전기산업기사,산업기사급
해병,BJ06,자격,8390,전기도금기능사보,기능사급
해병,3105,자격,8390,전기도금기능사보,기능사급
해병,3103,자격,8390,전기도금기능사보,기능사급
해군,BJ13,자격,8390,전기도금기능사보,기능사급
해군,3010,자격,8390,전기도금기능사보,기능사급
해군,1010,자격,8390,전기도금기능사보,
공군,BJ07,자격,8390,전기도금기능사보,기능사급
해병,BJ07,자격,9562,전기다기능기술사,기사급이상
육군,C014,자격,9562,전기다기능기술사,기사급이상
육군,3091,자격,9562,전기다기능기술사,기사급이상
공군,BJ09,자격,9562,전기다기능기술사,기사급이상
공군,BJ03,자격,9562,전기다기능기술사,기사급이상
공군,BJ01,자격,9562,전기다기능기술사,기사급이상
해병,BJ20,자격,1150,전기기사,기사급이상
해병,BJ07,자격,1150,전기기사,기사급이상
해병,BJ06,자격,1150,전기기사,기사급이상
해병,BJ01,자격,1150,전기기사,기사급이상
해병,3103,자격,1150,전기기사,기사급이상
해군,BJ13,자격,1150,전기기사,기사급이상
해군,BJ01,자격,1150,전기기사,기사급이상
해군,3010,자격,1150,전기기사,기사급이상
해군,1010,자격,1150,전기기사,
육군,C014,자격,1150,전기기사,기사급이상
육군,3091,자격,1150,전기기사,기사급이상
공군,BJ09,자격,1150,전기기사,기사급이상
공군,BJ03,자격,1150,전기기사,기사급이상
공군,BJ01,자격,1150,전기기사,기사급이상
해병,BJ07,자격,3380,전기기능장,기사급이상
해병,BJ06,자격,3380,전기기능장,기사급이상
해병,3103,자격,3380,전기기능장,기사급이상
해군,BJ13,자격,3380,전기기능장,산업기사급
해군,3010,자격,3380,전기기능장,산업기사급
해군,1010,자격,3380,전기기능장,
육군,C014,자격,3380,전기기능장,기사급이상
육군,3093,자격,3380,전기기능장,기사급이상
육군,3091,자격,3380,전기기능장,기사급이상
공군,BJ09,자격,3380,전기기능장,기사급이상
공군,BJ03,자격,3380,전기기능장,기사급이상
공군,BJ01,자격,3380,전기기능장,기사급이상
해병,BJ20,자격,7780,전기기능사,기능사급
해병,BJ07,자격,7780,전기기능사,기능사급
해병,BJ06,자격,7780,전기기능사,기능사급
해병,BJ01,자격,7780,전기기능사,기능사급
해병,3103,자격,7780,전기기능사,기능사급
해군,BJ13,자격,7780,전기기능사,기능사급
해군,BJ12,자격,7780,전기기능사,기능사급
해군,BJ11,자격,7780,전기기능사,기능사급
해군,BJ01,자격,7780,전기기능사,기능사급
해군,3010,자격,7780,전기기능사,기능사급
해군,1010,자격,7780,전기기능사,
육군,C014,자격,7780,전기기능사,기능사급
육군,3093,자격,7780,전기기능사,기능사급
공군,BJ09,자격,7780,전기기능사,기능사급
공군,BJ09,자격,7780,전기기능사,기능사급
공군,BJ07,자격,7780,전기기능사,기능사급
공군,BJ06,자격,7780,전기기능사,기능사급
공군,BJ03,자격,7780,전기기능사,기능사급
공군,BJ01,자격,7780,전기기능사,기능사급
해병,BJ20,자격,3S0K,전기기기제작_L3,산업기사급
해병,BJ20,자격,S33A,전기기기제작_L3,산업기사급
해병,BJ20,자격,S30A,전기기기제작_L3,산업기사급
해병,BJ20,자격,S35A,전기기기제작_L3,산업기사급
해병,BJ01,자격,S35A,전기기기제작_L3,산업기사급
해병,BJ01,자격,S30A,전기기기제작_L3,산업기사급
해병,BJ01,자격,3S0K,전기기기제작_L3,산업기사급
해병,BJ01,자격,S33A,전기기기제작_L3,산업기사급
해군,BJ13,자격,S33A,전기기기제작_L3,산업기사급
해군,BJ13,자격,S35A,전기기기제작_L3,산업기사급
해군,BJ13,자격,S30A,전기기기제작_L3,산업기사급
해군,BJ13,자격,3S0K,전기기기제작_L3,산업기사급
해군,BJ01,자격,S33A,전기기기제작_L3,산업기사급
해군,BJ01,자격,S30A,전기기기제작_L3,산업기사급
해군,BJ01,자격,S35A,전기기기제작_L3,산업기사급
해군,BJ01,자격,3S0K,전기기기제작_L3,산업기사급
육군,3091,자격,S35A,전기기기제작_L3,산업기사급
육군,3091,자격,S30A,전기기기제작_L3,산업기사급
육군,3091,자격,3S0K,전기기기제작_L3,산업기사급
육군,3091,자격,S33A,전기기기제작_L3,산업기사급
공군,BJ03,자격,3S0K,전기기기제작_L3,산업기사급
공군,BJ03,자격,S30A,전기기기제작_L3,산업기사급
공군,BJ03,자격,S33A,전기기기제작_L3,산업기사급
공군,BJ03,자격,S35A,전기기기제작_L3,산업기사급
공군,BJ01,자격,3S0K,전기기기제작_L3,산업기사급
공군,BJ01,자격,S30A,전기기기제작_L3,산업기사급
공군,BJ01,자격,S33A,전기기기제작_L3,산업기사급
공군,BJ01,자격,S35A,전기기기제작_L3,산업기사급
해병,BJ20,자격,2S0I,전기기기제작_L2,기능사급
해병,BJ20,자격,S23A,전기기기제작_L2,기능사급
해병,BJ20,자격,S25A,전기기기제작_L2,기능사급
해병,BJ20,자격,S20A,전기기기제작_L2,기능사급
해병,BJ01,자격,S20A,전기기기제작_L2,기능사급
해병,BJ01,자격,S25A,전기기기제작_L2,기능사급
해병,BJ01,자격,S23A,전기기기제작_L2,기능사급
해병,BJ01,자격,2S0I,전기기기제작_L2,기능사급
해군,BJ13,자격,S20A,전기기기제작_L2,기능사급
해군,BJ13,자격,S23A,전기기기제작_L2,기능사급
해군,BJ13,자격,S25A,전기기기제작_L2,기능사급
해군,BJ13,자격,2S0I,전기기기제작_L2,기능사급
해군,BJ01,자격,S23A,전기기기제작_L2,기능사급
해군,BJ01,자격,S25A,전기기기제작_L2,기능사급
해군,BJ01,자격,S20A,전기기기제작_L2,기능사급
해군,BJ01,자격,2S0I,전기기기제작_L2,기능사급
육군,3091,자격,S20A,전기기기제작_L2,기능사급
육군,3091,자격,S23A,전기기기제작_L2,기능사급
육군,3091,자격,S25A,전기기기제작_L2,기능사급
육군,3091,자격,2S0I,전기기기제작_L2,기능사급
공군,BJ03,자격,S20A,전기기기제작_L2,기능사급
공군,BJ03,자격,2S0I,전기기기제작_L2,기능사급
공군,BJ03,자격,S23A,전기기기제작_L2,기능사급
공군,BJ03,자격,S25A,전기기기제작_L2,기능사급
공군,BJ01,자격,S23A,전기기기제작_L2,기능사급
공군,BJ01,자격,S20A,전기기기제작_L2,기능사급
공군,BJ01,자격,2S0I,전기기기제작_L2,기능사급
공군,BJ01,자격,S25A,전기기기제작_L2,기능사급
해병,BJ20,자격,S55E,전기기기설계_L5,기사급이상
해병,BJ20,자격,5S0G,전기기기설계_L5,기사급이상
해병,BJ20,자격,S50E,전기기기설계_L5,기사급이상
해병,BJ01,자격,S55E,전기기기설계_L5,기사급이상
해병,BJ01,자격,5S0G,전기기기설계_L5,기사급이상
해병,BJ01,자격,S50E,전기기기설계_L5,기사급이상
해군,BJ13,자격,S50E,전기기기설계_L5,기사급이상
해군,BJ13,자격,S55E,전기기기설계_L5,기사급이상
해군,BJ13,자격,5S0G,전기기기설계_L5,기사급이상
해군,BJ01,자격,S55E,전기기기설계_L5,기사급이상
해군,BJ01,자격,5S0G,전기기기설계_L5,기사급이상
해군,BJ01,자격,S50E,전기기기설계_L5,기사급이상
육군,3091,자격,S55E,전기기기설계_L5,기사급이상
육군,3091,자격,5S0G,전기기기설계_L5,기사급이상
육군,3091,자격,S50E,전기기기설계_L5,기사급이상
공군,BJ03,자격,S50E,전기기기설계_L5,기사급이상
공군,BJ03,자격,5S0G,전기기기설계_L5,기사급이상
공군,BJ03,자격,S55E,전기기기설계_L5,기사급이상
공군,BJ01,자격,5S0G,전기기기설계_L5,기사급이상
공군,BJ01,자격,S50E,전기기기설계_L5,기사급이상
공군,BJ01,자격,S55E,전기기기설계_L5,기사급이상
해병,BJ07,자격,2151,전기기기산업기사,산업기사급
해병,BJ06,자격,2151,전기기기산업기사,산업기사급
해병,3103,자격,2151,전기기기산업기사,산업기사급
해군,BJ13,자격,2151,전기기기산업기사,산업기사급
해군,3010,자격,2151,전기기기산업기사,산업기사급
해군,1010,자격,2151,전기기기산업기사,
육군,C014,자격,2151,전기기기산업기사,산업기사급
육군,3093,자격,2151,전기기기산업기사,산업기사급
육군,3091,자격,2151,전기기기산업기사,산업기사급
공군,BJ09,자격,2151,전기기기산업기사,산업기사급
공군,BJ03,자격,2151,전기기기산업기사,산업기사급
공군,BJ01,자격,2151,전기기기산업기사,산업기사급
해병,BJ06,자격,9380,전기기기기능사보,기능사급
해병,3103,자격,9380,전기기기기능사보,기능사급
해군,BJ13,자격,9380,전기기기기능사보,기능사급
해군,3010,자격,9380,전기기기기능사보,기능사급
해군,1010,자격,9380,전기기기기능사보,
공군,BJ03,자격,9380,전기기기기능사보,기능사급
해병,BJ07,면허,A0203,전기관련교사,기사급이상
해병,BJ07,면허,A0214,전기관련교사,기사급이상
육군,C014,면허,A0203,전기관련교사,기사급이상
육군,C014,면허,A0214,전기관련교사,기사급이상
육군,3091,면허,A0203,전기관련교사,기사급이상
육군,3091,면허,A0214,전기관련교사,기사급이상
해병,BJ20,자격,2150,전기공사산업기사,산업기사급
해병,BJ07,자격,2150,전기공사산업기사,산업기사급
해병,BJ06,자격,2150,전기공사산업기사,산업기사급
해병,BJ01,자격,2150,전기공사산업기사,산업기사급
해병,3103,자격,2150,전기공사산업기사,산업기사급
해군,BJ13,자격,2150,전기공사산업기사,산업기사급
해군,BJ01,자격,2150,전기공사산업기사,산업기사급
해군,3010,자격,2150,전기공사산업기사,산업기사급
해군,1010,자격,2150,전기공사산업기사,
육군,C014,자격,2150,전기공사산업기사,산업기사급
육군,3091,자격,2150,전기공사산업기사,산업기사급
공군,BJ09,자격,2150,전기공사산업기사,산업기사급
공군,BJ03,자격,2150,전기공사산업기사,산업기사급
공군,BJ01,자격,2150,전기공사산업기사,산업기사급
해병,BJ20,자격,1160,전기공사기사,기사급이상
해병,BJ07,자격,1160,전기공사기사,기사급이상
해병,BJ06,자격,1160,전기공사기사,기사급이상
해병,BJ01,자격,1160,전기공사기사,기사급이상
해병,3103,자격,1160,전기공사기사,기사급이상
해군,BJ13,자격,1160,전기공사기사,기사급이상
해군,BJ01,자격,1160,전기공사기사,기사급이상
해군,3010,자격,1160,전기공사기사,기사급이상
해군,1010,자격,1160,전기공사기사,
육군,C014,자격,1160,전기공사기사,기사급이상
육군,3091,자격,1160,전기공사기사,기사급이상
공군,BJ09,자격,1160,전기공사기사,기사급이상
공군,BJ03,자격,1160,전기공사기사,기사급이상
공군,BJ01,자격,1160,전기공사기사,기사급이상
해병,BJ07,자격,3390,전기공사기능장,기사급이상
해병,BJ06,자격,3390,전기공사기능장,기사급이상
해병,3103,자격,3390,전기공사기능장,기사급이상
해군,BJ13,자격,3390,전기공사기능장,산업기사급
해군,3010,자격,3390,전기공사기능장,산업기사급
해군,1010,자격,3390,전기공사기능장,
육군,C014,자격,3390,전기공사기능장,기사급이상
육군,3091,자격,3390,전기공사기능장,기사급이상
공군,BJ09,자격,3390,전기공사기능장,기사급이상
공군,BJ03,자격,3390,전기공사기능장,기사급이상
공군,BJ01,자격,3390,전기공사기능장,기사급이상
해병,BJ20,자격,6760,전기공사기능사,기능사급
해병,BJ07,자격,9559,전기공사기능사,기능사급
해병,BJ07,자격,6760,전기공사기능사,기능사급
해병,BJ06,자격,9559,전기공사기능사,기능사급
해병,BJ06,자격,6760,전기공사기능사,기능사급
해병,BJ01,자격,6760,전기공사기능사,기능사급
해병,3103,자격,9559,전기공사기능사,기능사급
해병,3103,자격,6760,전기공사기능사,기능사급
해군,BJ13,자격,9559,전기공사기능사,기사급이상
해군,BJ13,자격,6760,전기공사기능사,기능사급
해군,BJ01,자격,6760,전기공사기능사,기능사급
해군,3010,자격,9559,전기공사기능사,기사급이상
해군,3010,자격,6760,전기공사기능사,기능사급
해군,1010,자격,6760,전기공사기능사,
육군,C014,자격,9559,전기공사기능사,기능사급
육군,C014,자격,6760,전기공사기능사,기능사급
육군,3093,자격,9559,전기공사기능사,기능사급
육군,3093,자격,6760,전기공사기능사,기능사급
육군,3091,자격,9559,전기공사기능사,기능사급
육군,3091,자격,6760,전기공사기능사,기능사급
공군,BJ09,자격,9559,전기공사기능사,기능사급
공군,BJ09,자격,6760,전기공사기능사,기능사급
공군,BJ03,자격,9559,전기공사기능사,기능사급
공군,BJ03,자격,6760,전기공사기능사,기능사급
공군,BJ01,자격,9559,전기공사기능사,기능사급
공군,BJ01,자격,6760,전기공사기능사,기능사급
해병,BJ07,면허,1030,전기계측제어사,산업기사급
육군,C014,면허,1030,전기계측제어사,산업기사급
육군,3091,면허,1030,전기계측제어사,산업기사급
공군,BJ09,면허,1030,전기계측제어사,산업기사급
공군,BJ03,면허,1030,전기계측제어사,산업기사급
공군,BJ01,면허,1030,전기계측제어사,산업기사급
해병,BJ07,자격,9561,전기계측제어기술사,기사급이상
해병,3103,자격,9561,전기계측제어기술사,기사급이상
육군,C014,자격,9561,전기계측제어기술사,기사급이상
육군,3091,자격,9561,전기계측제어기술사,기사급이상
공군,BJ09,자격,9561,전기계측제어기술사,기사급이상
공군,BJ03,자격,9561,전기계측제어기술사,기사급이상
공군,BJ01,자격,9561,전기계측제어기술사,기사급이상
육군,0071,면허,A0085,재무설계사,일반면허공인
해병,BJ20,자격,B50E,재무기획관리_L5,기사급이상
해병,BJ20,자격,B55E,재무기획관리_L5,기사급이상
해병,BJ20,자격,5B0D,재무기획관리_L5,기사급이상
해병,BJ20,자격,B53E,재무기획관리_L5,기사급이상
해병,BJ01,자격,B50E,재무기획관리_L5,기사급이상
해병,BJ01,자격,B55E,재무기획관리_L5,기사급이상
해병,BJ01,자격,B53E,재무기획관리_L5,기사급이상
해병,BJ01,자격,5B0D,재무기획관리_L5,기사급이상
해군,BJ01,자격,B53E,재무기획관리_L5,기사급이상
해군,BJ01,자격,B55E,재무기획관리_L5,기사급이상
해군,BJ01,자격,B50E,재무기획관리_L5,기사급이상
해군,BJ01,자격,5B0D,재무기획관리_L5,기사급이상
공군,BJ01,자격,B53E,재무기획관리_L5,기사급이상
공군,BJ01,자격,B55E,재무기획관리_L5,기사급이상
공군,BJ01,자격,5B0D,재무기획관리_L5,기사급이상
공군,BJ01,자격,B50E,재무기획관리_L5,기사급이상
해병,BJ20,자격,2107,재료조직평가산업기사,산업기사급
해병,BJ01,자격,2107,재료조직평가산업기사,산업기사급
해군,BJ01,자격,2107,재료조직평가산업기사,산업기사급
육군,7031,자격,2107,재료조직평가산업기사,산업기사급
육군,7031,자격,C107,재료조직평가산업기사,산업기사급
해병,BJ20,면허,A0438,재난안전지도사,일반면허비공인
해병,BJ01,면허,A0438,재난안전지도사,일반면허비공인
해군,BJ01,면허,A0438,재난안전지도사,일반면허비공인
공군,BJ01,면허,A0438,재난안전지도사,일반면허비공인
공군,BJ01,면허,A0438,재난안전지도사,일반면허비공인
육군,0072,면허,A0091,재경관리사,일반면허공인
공군,BJ01,면허,A0091,재경관리사,일반면허공인
해병,BJ20,면허,0933,장애인복지지도원,일반면허공인
해병,BJ20,자격,0708,장애인복지지도원,일반면허공인
해병,BJ01,자격,0708,장애인복지지도원,일반면허공인
해병,BJ01,면허,0933,장애인복지지도원,일반면허공인
해군,BJ04,자격,0708,장애인복지지도원,일반면허공인
해군,BJ04,면허,0933,장애인복지지도원,일반면허공인
육군,A012,면허,0933,장애인복지지도원,산업기사급
육군,1025,면허,0933,장애인복지지도원,일반면허공인
육군,1025,자격,0708,장애인복지지도원,일반면허공인
공군,BJ01,자격,0708,장애인복지지도원,산업기사급
공군,BJ01,면허,0933,장애인복지지도원,산업기사급
육군,8061,면허,A0493,장례지도사,일반면허공인
육군,8061,자격,9013,장례지도사,일반면허공인
육군,8061,자격,0154,장례지도사,일반면허공인
공군,BJ01,자격,9013,장례지도사,일반면허공인
공군,BJ01,면허,A0493,장례지도사,일반면허공인
육군,0012,면허,A0241,장례관련자격증,일반면허공인
해병,BJ20,자격,2521,잠수산업기사,산업기사급
해병,BJ01,자격,2521,잠수산업기사,산업기사급
해군,BJ01,자격,2521,잠수산업기사,산업기사급
공군,BJ06,자격,2521,잠수산업기사,산업기사급
해군,3000,자격,8612,잠수기능사보,기능사급
공군,BJ06,자격,8612,잠수기능사보,기능사급
해병,BJ20,자격,7612,잠수기능사,기능사급
해병,BJ01,자격,7612,잠수기능사,기능사급
해군,BJ01,자격,7612,잠수기능사,기능사급
해군,BJ01,자격,7612,잠수기능사,기능사급
해군,3013,자격,7612,잠수기능사,기능사급
해군,3012,자격,7612,잠수기능사,기능사급
해군,3011,자격,7612,잠수기능사,기능사급
해군,3010,자격,7612,잠수기능사,기능사급
해군,3009,자격,7612,잠수기능사,기능사급
해군,3008,자격,7612,잠수기능사,기능사급
해군,3007,자격,7612,잠수기능사,기능사급
해군,3006,자격,7612,잠수기능사,기능사급
해군,3005,자격,7612,잠수기능사,기능사급
해군,3004,자격,7612,잠수기능사,기능사급
해군,3003,자격,7612,잠수기능사,기능사급
해군,3000,자격,7612,잠수기능사,기능사급
공군,BJ06,자격,7612,잠수기능사,기능사급
해군,BJ04,면허,0110,작업치료사,산업기사급
해군,BJ04,자격,6189,작업치료사,산업기사급
해군,3013,면허,0110,작업치료사,일반면허공인
육군,A083,면허,0110,작업치료사,산업기사급
육군,A083,자격,6189,작업치료사,산업기사급
육군,A012,면허,0110,작업치료사,산업기사급
공군,BJ04,면허,0110,작업치료사,산업기사급
공군,BJ04,자격,6189,작업치료사,산업기사급
공군,BJ01,자격,6189,작업치료사,산업기사급
공군,BJ01,면허,0110,작업치료사,산업기사급
공군,1007,면허,0110,작업치료사,일반면허공인
공군,1007,자격,6189,작업치료사,산업기사급
공군,1007,면허,0110,작업치료사,산업기사급
해병,BJ20,자격,9553,자원관리기술사,기사급이상
해병,BJ07,자격,9553,자원관리기술사,기사급이상
해병,BJ07,자격,0570,자원관리기술사,기사급이상
해병,BJ06,자격,0570,자원관리기술사,기사급이상
