군구분,검사구분코드,검사지침구분,검사지침코드,검사지침코드명,자격면허등급
공군,BJ01,면허,A0030,호텔서비스사,일반면허공인
육군,1021,면허,0935,호텔관리사(호텔지배인2급),일반면허공인
육군,1021,면허,0934,호텔관리사(호텔지배인1급),일반면허공인
해병,BJ20,면허,A0186,호텔관리사,일반면허공인
해병,BJ01,면허,A0186,호텔관리사,일반면허공인
해군,BJ01,면허,A0186,호텔관리사,일반면허공인
육군,1021,면허,A0186,호텔관리사,일반면허공인
해병,BJ20,자격,L55G,호텔관리_L5,기사급이상
해병,BJ20,자격,L50G,호텔관리_L5,기사급이상
해병,BJ20,자격,5L0G,호텔관리_L5,기사급이상
해병,BJ01,자격,L55G,호텔관리_L5,기사급이상
해병,BJ01,자격,L50G,호텔관리_L5,기사급이상
해병,BJ01,자격,5L0G,호텔관리_L5,기사급이상
해군,BJ01,자격,5L0G,호텔관리_L5,기사급이상
해군,BJ01,자격,L50G,호텔관리_L5,기사급이상
해군,BJ01,자격,L55G,호텔관리_L5,기사급이상
공군,BJ01,자격,L55G,호텔관리_L5,기사급이상
공군,BJ01,자격,L50G,호텔관리_L5,기사급이상
공군,BJ01,자격,5L0G,호텔관리_L5,기사급이상
육군,1021,면허,0936,호텔경영사(호텔총지배인),일반면허공인
해병,BJ20,면허,A0242,호텔경영사,일반면허공인
해병,BJ01,면허,A0242,호텔경영사,일반면허공인
해군,BJ01,면허,A0242,호텔경영사,일반면허공인
육군,0012,면허,A0242,호텔경영사,일반면허공인
공군,BJ01,면허,A0242,호텔경영사,기사급이상
해병,BJ20,자격,L30P,호텔객실서비스_L3,산업기사급
해병,BJ20,자격,L33P,호텔객실서비스_L3,산업기사급
해병,BJ20,자격,3L0W,호텔객실서비스_L3,산업기사급
해병,BJ20,자격,L35P,호텔객실서비스_L3,산업기사급
해병,BJ01,자격,L35P,호텔객실서비스_L3,산업기사급
해병,BJ01,자격,L33P,호텔객실서비스_L3,산업기사급
해병,BJ01,자격,L30P,호텔객실서비스_L3,산업기사급
해병,BJ01,자격,3L0W,호텔객실서비스_L3,산업기사급
해군,BJ01,자격,3L0W,호텔객실서비스_L3,산업기사급
해군,BJ01,자격,L33P,호텔객실서비스_L3,산업기사급
해군,BJ01,자격,L35P,호텔객실서비스_L3,산업기사급
해군,BJ01,자격,L30P,호텔객실서비스_L3,산업기사급
공군,BJ01,자격,3L0W,호텔객실서비스_L3,산업기사급
공군,BJ01,자격,L35P,호텔객실서비스_L3,산업기사급
공군,BJ01,자격,L33P,호텔객실서비스_L3,산업기사급
공군,BJ01,자격,L30P,호텔객실서비스_L3,산업기사급
해병,BJ20,자격,O40B,형조방전가공_L4,산업기사급
해병,BJ20,자격,O43B,형조방전가공_L4,산업기사급
해병,BJ20,자격,O45B,형조방전가공_L4,산업기사급
해병,BJ01,자격,O43B,형조방전가공_L4,산업기사급
해병,BJ01,자격,O40B,형조방전가공_L4,산업기사급
해병,BJ01,자격,O45B,형조방전가공_L4,산업기사급
해군,BJ07,자격,O45B,형조방전가공_L4,산업기사급
해군,BJ07,자격,O43B,형조방전가공_L4,산업기사급
해군,BJ07,자격,O40B,형조방전가공_L4,산업기사급
해군,BJ01,자격,O45B,형조방전가공_L4,산업기사급
해군,BJ01,자격,O40B,형조방전가공_L4,산업기사급
해군,BJ01,자격,O43B,형조방전가공_L4,산업기사급
공군,BJ07,자격,O40B,형조방전가공_L4,산업기사급
공군,BJ07,자격,O45B,형조방전가공_L4,산업기사급
공군,BJ07,자격,O43B,형조방전가공_L4,산업기사급
공군,BJ01,자격,O43B,형조방전가공_L4,산업기사급
공군,BJ01,자격,O40B,형조방전가공_L4,산업기사급
공군,BJ01,자격,O45B,형조방전가공_L4,산업기사급
해병,BJ20,자격,L55H,헬스케어운동지도_L5,기사급이상
해병,BJ20,자격,L50H,헬스케어운동지도_L5,기사급이상
해병,BJ01,자격,L55H,헬스케어운동지도_L5,기사급이상
해병,BJ01,자격,L50H,헬스케어운동지도_L5,기사급이상
해군,BJ01,자격,L55H,헬스케어운동지도_L5,기사급이상
해군,BJ01,자격,L50H,헬스케어운동지도_L5,기사급이상
육군,1065,자격,L55H,헬스케어운동지도_L5,기사급이상
육군,1065,자격,L50H,헬스케어운동지도_L5,기사급이상
공군,BJ01,자격,L50H,헬스케어운동지도_L5,기사급이상
공군,BJ01,자격,L55H,헬스케어운동지도_L5,기사급이상
해병,BJ20,자격,L30C,헤어디자인_L3,산업기사급
해병,BJ20,자격,L35C,헤어디자인_L3,산업기사급
해병,BJ20,자격,3L0R,헤어디자인_L3,산업기사급
해병,BJ01,자격,L35C,헤어디자인_L3,산업기사급
해병,BJ01,자격,L30C,헤어디자인_L3,산업기사급
해병,BJ01,자격,3L0R,헤어디자인_L3,산업기사급
해군,BJ01,자격,3L0R,헤어디자인_L3,산업기사급
해군,BJ01,자격,L30C,헤어디자인_L3,산업기사급
해군,BJ01,자격,L35C,헤어디자인_L3,산업기사급
공군,BJ01,자격,3L0R,헤어디자인_L3,산업기사급
공군,BJ01,자격,L35C,헤어디자인_L3,산업기사급
공군,BJ01,자격,L30C,헤어디자인_L3,산업기사급
해병,BJ20,면허,0902,행정사,일반면허공인
해병,BJ01,면허,0902,행정사,일반면허공인
해병,BJ01,면허,0902,행정사,기사급이상
해군,BJ01,면허,0902,행정사,기사급이상
육군,0031,면허,0902,행정사,일반면허공인
공군,BJ01,면허,0902,행정사,일반면허공인
해병,BJ20,면허,A0081,행정관리사 3급,일반면허공인
해병,BJ01,면허,A0081,행정관리사 3급,일반면허공인
해군,BJ01,면허,A0081,행정관리사 3급,일반면허공인
육군,0031,면허,A0081,행정관리사 3급,일반면허공인
공군,BJ01,면허,A0081,행정관리사 3급,일반면허공인
해병,BJ20,면허,A0080,행정관리사 2급,일반면허공인
해병,BJ01,면허,A0080,행정관리사 2급,일반면허공인
해군,BJ01,면허,A0080,행정관리사 2급,일반면허공인
육군,0031,면허,A0080,행정관리사 2급,일반면허공인
공군,BJ01,면허,A0080,행정관리사 2급,일반면허공인
해병,BJ20,면허,A0079,행정관리사 1급,일반면허공인
해병,BJ01,면허,A0079,행정관리사 1급,일반면허공인
해군,BJ01,면허,A0079,행정관리사 1급,일반면허공인
육군,0031,면허,A0079,행정관리사 1급,일반면허공인
공군,BJ01,면허,A0079,행정관리사 1급,일반면허공인
육군,0031,면허,A0251,행정고시1차합격이상,기사급이상
육군,6012,면허,0901,핵연료물질취급자면허,기사급이상
육군,6011,면허,0901,핵연료물질취급자면허,기사급이상
공군,BJ02,면허,0901,핵연료물질취급자면허,일반면허공인
공군,1006,면허,0901,핵연료물질취급자면허,일반면허공인
육군,6012,면허,0900,핵연료물질취급감독자,기사급이상
육군,6011,면허,0900,핵연료물질취급감독자,기사급이상
공군,BJ02,면허,0900,핵연료물질취급감독자,일반면허공인
공군,1006,면허,0900,핵연료물질취급감독자,일반면허공인
육군,6012,자격,0900,핵연료기술사,기사급이상
육군,6011,자격,0900,핵연료기술사,기사급이상
공군,BJ02,자격,0900,핵연료기술사,기사급이상
공군,1006,자격,0900,핵연료기술사,기사급이상
해군,3012,자격,9133,해킹보안전문가(HSE) 3급,기능사급
해군,1012,자격,9133,해킹보안전문가(HSE) 3급,기능사급
공군,BJ09,자격,9133,해킹보안전문가(HSE) 3급,일반면허비공인
공군,BJ01,자격,9133,해킹보안전문가(HSE) 3급,일반면허비공인
해군,3012,자격,9103,해킹보안전문가(HSE) 2급,산업기사급
해군,1012,자격,9103,해킹보안전문가(HSE) 2급,산업기사급
공군,BJ01,자격,9103,해킹보안전문가(HSE) 2급,일반면허비공인
공군,BJ09,면허,A0690,해킹보안전문가(HSE) 1~3급,일반면허비공인
공군,BJ09,면허,A0685,해킹보안전문가 1급,일반면허비공인
해군,BJ09,자격,9602,해킹보안전문가,일반면허비공인
공군,BJ03,면허,0609,해운통신사,일반면허공인
해병,BJ20,자격,1401,해양환경기사,기사급이상
해병,BJ06,자격,1401,해양환경기사,기사급이상
해병,BJ01,자격,1401,해양환경기사,기사급이상
해병,3103,자격,1401,해양환경기사,기사급이상
해군,BJ06,자격,1401,해양환경기사,기사급이상
해군,BJ01,자격,1401,해양환경기사,기사급이상
해군,3007,자격,1401,해양환경기사,기사급이상
해군,1007,자격,1401,해양환경기사,
육군,6031,자격,1401,해양환경기사,기사급이상
공군,BJ02,자격,1401,해양환경기사,기사급이상
공군,1006,자격,1401,해양환경기사,기사급이상
해병,BJ20,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
해병,BJ01,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
해군,BJ06,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
해군,BJ01,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
육군,9021,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
육군,3041,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
공군,BJ01,자격,N53Q,해양플랜트설치·운용관리_L5,기사급이상
해병,BJ20,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
해병,BJ01,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
해군,BJ06,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
해군,BJ01,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
육군,9021,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
육군,3041,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
공군,BJ01,자격,N33N,해양플랜트설치·운용관리_L3,산업기사급
해병,BJ20,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
해병,BJ20,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
해병,BJ20,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
해병,BJ01,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
해병,BJ01,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
해병,BJ01,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
해군,BJ06,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
해군,BJ06,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
해군,BJ06,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
해군,BJ01,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
해군,BJ01,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
해군,BJ01,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
육군,9021,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
육군,9021,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
육군,9021,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
육군,3041,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
육군,3041,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
육군,3041,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
공군,BJ01,자격,5N0P,해양플랜트설치？운용관리_L5,기사급이상
공군,BJ01,자격,N50Q,해양플랜트설치？운용관리_L5,기사급이상
공군,BJ01,자격,N55Q,해양플랜트설치?운용관리_L5,기사급이상
해병,BJ20,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
해병,BJ20,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
해병,BJ20,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
해병,BJ01,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
해병,BJ01,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
해병,BJ01,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
해군,BJ06,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
해군,BJ06,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
해군,BJ06,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
해군,BJ01,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
해군,BJ01,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
해군,BJ01,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
육군,9021,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
육군,9021,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
육군,9021,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
육군,3041,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
육군,3041,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
육군,3041,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
공군,BJ01,자격,N35N,해양플랜트설치?운용관리_L3,산업기사급
공군,BJ01,자격,N30N,해양플랜트설치？운용관리_L3,산업기사급
공군,BJ01,자격,3N0M,해양플랜트설치？운용관리_L3,산업기사급
해병,BJ20,자격,2350,해양조사산업기사,산업기사급
해병,BJ01,자격,2350,해양조사산업기사,산업기사급
해군,BJ01,자격,2350,해양조사산업기사,산업기사급
공군,BJ02,자격,2350,해양조사산업기사,산업기사급
공군,1006,자격,2350,해양조사산업기사,산업기사급
해병,BJ20,자격,N55R,해양자원탐사개발관리_L5,기사급이상
해병,BJ20,자격,N50R,해양자원탐사개발관리_L5,기사급이상
해병,BJ20,자격,N53R,해양자원탐사개발관리_L5,기사급이상
해병,BJ20,자격,5N0N,해양자원탐사개발관리_L5,기사급이상
해병,BJ01,자격,5N0N,해양자원탐사개발관리_L5,기사급이상
해병,BJ01,자격,N55R,해양자원탐사개발관리_L5,기사급이상
해병,BJ01,자격,N53R,해양자원탐사개발관리_L5,기사급이상
해병,BJ01,자격,N50R,해양자원탐사개발관리_L5,기사급이상
해군,BJ06,자격,N55R,해양자원탐사개발관리_L5,기사급이상
해군,BJ06,자격,5N0N,해양자원탐사개발관리_L5,기사급이상
해군,BJ06,자격,N53R,해양자원탐사개발관리_L5,기사급이상
해군,BJ06,자격,N50R,해양자원탐사개발관리_L5,기사급이상
해군,BJ01,자격,N55R,해양자원탐사개발관리_L5,기사급이상
해군,BJ01,자격,N53R,해양자원탐사개발관리_L5,기사급이상
해군,BJ01,자격,N50R,해양자원탐사개발관리_L5,기사급이상
해군,BJ01,자격,5N0N,해양자원탐사개발관리_L5,기사급이상
공군,BJ01,자격,5N0N,해양자원탐사개발관리_L5,기사급이상
공군,BJ01,자격,N50R,해양자원탐사개발관리_L5,기사급이상
공군,BJ01,자격,N55R,해양자원탐사개발관리_L5,기사급이상
공군,BJ01,자격,N53R,해양자원탐사개발관리_L5,기사급이상
해병,BJ20,자격,1402,해양자원개발기사,기사급이상
해병,BJ01,자격,1402,해양자원개발기사,기사급이상
해군,BJ01,자격,1402,해양자원개발기사,기사급이상
공군,BJ02,자격,1402,해양자원개발기사,기사급이상
공군,1006,자격,1402,해양자원개발기사,기사급이상
해병,BJ20,자격,W55R,해양에너지생산기술_L5,기사급이상
해병,BJ20,자격,W53R,해양에너지생산기술_L5,기사급이상
해병,BJ20,자격,W50R,해양에너지생산기술_L5,기사급이상
해병,BJ20,자격,5W0U,해양에너지생산기술_L5,기사급이상
해병,BJ01,자격,5W0U,해양에너지생산기술_L5,기사급이상
